headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
pupil,noun,B1,Education,,Education
puppy,noun,B1,,,
pure,adjective,B1,,,
purify,verb,B1,,,
purse,noun,B1,Shopping,,Shopping
push,noun,B1,,,
puzzle,noun,B1,,,"Free time, entertainment"
quake,noun,B1,,,
qualified,adjective,B1,,,
qualify,verb,B1,,,
quality,adjective,B1,,,
quantity,noun,B1,,,
question mark,noun,B1,,,
questionnaire,noun,B1,,,
queue,noun,B1,,,
race,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
race,verb,B1,,,
racial,adjective,B1,,,
radiation,noun,B1,"News, lifestyles and current affairs",,
rage,noun,B1,,,
rail,noun,B1,Ways of travelling,,Travel
railroad,noun,B1,Ways of travelling,,
railway,noun,B1,Ways of travelling,,Travel
rainfall,noun,B1,Media,,Weather
rainforest,noun,B1,Nationalities and countries,,"House and home, environment"
rank,noun,B1,,,
rap,verb,B1,,,
rapid,adjective,B1,,,
rapidly,adverb,B1,,,
rare,adjective,B1,,,
rarely,adverb,B1,,,
raspberry,noun,B1,,,
ration,noun,B1,,,
rational,adjective,B1,,,
razor,noun,B1,Objects and rooms,,
reach,noun,B1,,,
react,verb,B1,,,
realistic,adjective,B1,,,
reality,noun,B1,,,
rearrange,verb,B1,,,
reasonable,adjective,B1,,,
rebuild,verb,B1,,,
recall,verb,B1,,,
reception,noun,B1,,,
recite,verb,B1,,,
reclaim,verb,B1,,,
recognise,verb,B1,,,
recognize,verb,B1,,,
recommend,verb,B1,,,
record,noun,B1,,,
recording,noun,B1,,,"Free time, entertainment"
recover,verb,B1,,,
recovery,noun,B1,,,
recycled,adjective,B1,,,
recycling,noun,B1,,,
reduce,verb,B1,,,
reduction,noun,B1,,,
reef,noun,B1,,,
referee,noun,B1,Hobbies and pastimes,,
reflection,noun,B1,,,
refreshments,noun,B1,Food and drink,,Food and drink
refund,noun,B1,,,
refusal,noun,B1,,,
refuse,noun,B1,,,
refuse,verb,B1,,,
regain,verb,B1,,,
regard,verb,B1,,,
regarding,preposition,B1,,,
region,noun,B1,Nationalities and countries,,"House and home, environment"
regional,adjective,B1,,,
register,noun,B1,,,
register,verb,B1,,,
registration,noun,B1,,,
regulation,noun,B1,,,
reject,verb,B1,,,
relate,verb,B1,,,
relation,noun,B1,,,Relations with other people
relationship,noun,B1,,,Relations with other people
relative,adjective,B1,,,
relative,noun,B1,Family life,,Personal identification
relatively,adverb,B1,,,
relaxing,adjective,B1,,,
release,verb,B1,,,
reliable,adjective,B1,,,
religion,noun,B1,Nationalities and countries,,Personal identification
religious,adjective,B1,,,
rely,verb,B1,,,
remainder,noun,B1,,,
remark,verb,B1,,,
remarkable,adjective,B1,,,
remedy,noun,B1,Travel and services vocab,,
remembrance,noun,B1,,,
remote control,noun,B1,,,
remove,verb,B1,,,
renew,verb,B1,,,
repay,verb,B1,,,
repeatedly,adverb,B1,,,
reply,verb,B1,,,
report,verb,B1,,,
representative,noun,B1,,,
reproduce,verb,B1,,,
republic,noun,B1,Nationalities and countries,,
reputation,noun,B1,,,
request,verb,B1,,,
require,verb,B1,,,
requirement,noun,B1,,,
rescue,noun,B1,"News, lifestyles and current affairs",,Relations with other people
rescue,verb,B1,,,
researcher,noun,B1,Work and jobs,,Personal identification
resemble,verb,B1,,,
reservation,noun,B1,,,Travel
reserve,noun,B1,,,
reserve,verb,B1,,,
resident,adjective,B1,,,
residential,adjective,B1,,,
resist,verb,B1,,,
resolve,verb,B1,,,
resort,noun,B1,Holidays,,Travel
resource,noun,B1,,,
respect,noun,B1,,,Relations with other people
respect,verb,B1,,,
respectable,adjective,B1,,,
respond,verb,B1,,,
responsibility,noun,B1,,,
responsible,adjective,B1,,,
rest,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
rest,verb,B1,,,
restore,verb,B1,,,
restrict,verb,B1,,,
result,verb,B1,,,
retail,noun,B1,,,
retain,verb,B1,,,
retell,verb,B1,,,
retrospect,noun,B1,,,
reunification,noun,B1,,,
reunify,verb,B1,,,
revise,verb,B1,,,
revision,noun,B1,,,
reward,noun,B1,Work and jobs,,
rewrite,verb,B1,,,
rid,verb,B1,,,
riddle,verb,B1,,,
ridiculous,adjective,B1,,,
ripe,adjective,B1,,,
rise,noun,B1,,,
rise,verb,B1,,,
risk,noun,B1,,,
roadside,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
robot,noun,B1,Scientific development,,
rolling,adjective,B1,,,
room,verb,B1,,,
rotten,adjective,B1,,,
rough,adjective,B1,,,
round,adjective,B1,,,
round,noun,B1,,,
routine,noun,B1,,,
rubber,noun,B1,,,
rubbish,noun,B1,,,
rudely,adverb,B1,,,
ruin,noun,B1,,,"House and home, environment"
runaway,noun,B1,"News, lifestyles and current affairs",,"House and home, environment"
runway,noun,B1,Ways of travelling,,Travel
rush,verb,B1,,,
sacred,adjective,B1,,,
sadness,noun,B1,,,
safari,noun,B1,Travel and services vocab,,"Free time, entertainment"
safeguard,noun,B1,,,
safely,adverb,B1,,,
safety,noun,B1,,,
salesman,noun,B1,Work and jobs,,Personal identification
salmon,noun,B1,Food and drink,,Food and drink
sand,noun,B1,,,
sandal,noun,B1,Clothes,,Shopping
satellite,noun,B1,"News, lifestyles and current affairs",,
satisfaction,noun,B1,,,
satisfied,adjective,B1,,,
saucepan,noun,B1,Objects and rooms,,Shopping
saucer,noun,B1,Objects and rooms,,Shopping
scan,noun,B1,,,
scare,verb,B1,,,
scared,adjective,B1,,,
scary,adjective,B1,,,
scatter,verb,B1,,,
scenic,adjective,B1,,,
scholar,noun,B1,Education,Work and jobs,Education
scholarship,noun,B1,Education,,Education
schoolmate,noun,B1,Education,,Relations with other people
schoolteacher,noun,B1,Education,Work and jobs,Personal identification
science fiction,noun,B1,Books and literature,,"Free time, entertainment"
scold,verb,B1,,,
scope,noun,B1,,,
score,noun,B1,Education,,
score,verb,B1,,,
scratch,noun,B1,,,
scream,verb,B1,,,
sculpture,noun,B1,Arts,,"Free time, entertainment"
search,verb,B1,,,
season,noun,B1,,,
seawater,noun,B1,,,
seaweed,noun,B1,Food and drink,,Food and drink
second,adverb,B1,,,
secondary school,noun,B1,Education,,Education
second-hand,adjective,B1,,,
second-hand,adverb,B1,,,
secret,adjective,B1,,,
secretly,adverb,B1,,,
secure,adjective,B1,,,
security,noun,B1,,,Services
seize,verb,B1,,,
select,adjective,B1,,,
selection,noun,B1,,,
selfish,adjective,B1,,,
self-service,adjective,B1,,,
sensation,noun,B1,,,
separation,noun,B1,,,
sequence,noun,B1,,,
series,noun,B1,,,
serious,adjective,B1,,,
server,noun,B1,,,
service,noun,B1,Travel and services vocab,,Services
service,verb,B1,,,
session,noun,B1,,,
setting,noun,B1,,,
settle,verb,B1,,,
settlement,noun,B1,Nationalities and countries,,
settler,noun,B1,,,
severe,adjective,B1,,,
severely,adverb,B1,,,
sex,noun,B1,,,
shadow,verb,B1,,,
shadowy,adjective,B1,,,
shake,verb,B1,,,
shallow,adjective,B1,,,
shame,noun,B1,,,
shameful,adjective,B1,,,
shape,verb,B1,,,
sharp,adjective,B1,,,
shave,verb,B1,,,
sheer,adjective,B1,,,
sheet,noun,B1,Objects and rooms,,
shelter,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
sheriff,noun,B1,Work and jobs,"News, lifestyles and current affairs",Personal identification
shift,verb,B1,,,
shiny,adjective,B1,,,
ship,verb,B1,,,
shiver,verb,B1,,,
shocked,adjective,B1,,,
shocking,adjective,B1,,,
shop,verb,B1,,,
shopper,noun,B1,Shopping,,Shopping
shortage,noun,B1,"News, lifestyles and current affairs",,
shortly,adverb,B1,,,
shout,verb,B1,,,
shrimp,noun,B1,,,
shut,adjective,B1,,,
sickness,noun,B1,Travel and services vocab,,Health and body care
sidewalk,noun,B1,,,
sigh,noun,B1,,,
sign,verb,B1,,,
signal,noun,B1,,,
signature,noun,B1,,,
significance,noun,B1,,,
signpost,noun,B1,,,
silent,adjective,B1,,,
silk,noun,B1,Clothes,,Shopping
similarity,noun,B1,,,
similarly,adverb,B1,,,
simplify,verb,B1,,,
simultaneously,adverb,B1,,,
since,conjunction,B1,,,
single,noun,B1,Family life,,Personal identification
sink,verb,B1,,,
skate,verb,B1,,,
skeleton,noun,B1,,,Health and body care
ski,verb,B1,,,
skin,noun,B1,,,Health and body care
skyscraper,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
slavery,noun,B1,"News, lifestyles and current affairs",,Relations with other people
sleep,noun,B1,,,
sleeve,noun,B1,Clothes,,Shopping
slight,noun,B1,,,
slightly,adverb,B1,,,
slip,noun,B1,,,
slip,verb,B1,,,
slogan,noun,B1,"News, lifestyles and current affairs",,
slope,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
slot,noun,B1,,,
slow,adverb,B1,,,
slow,verb,B1,,,
smell,verb,B1,,,
smile,verb,B1,,,
smoker,noun,B1,Hobbies and pastimes,,Personal identification
sneeze,noun,B1,,,
snowboard,noun,B1,Leisure activities,,"Free time, entertainment"
snowstorm,noun,B1,Media,,Weather
soap opera,noun,B1,Hobbies and pastimes,Media,"Free time, entertainment"
social networking,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
socially,adverb,B1,,,
soil,verb,B1,,,
solid,adjective,B1,,,
somehow,adverb,B1,,,
someplace,adverb,B1,,,
sometime,adverb,B1,,,
sometimes,adverb,B1,,,
soothe,verb,B1,,,
sophomore,noun,B1,Education,,Education
sore,adjective,B1,,,
sorrow,noun,B1,,,
sort,noun,B1,,,
soul,noun,B1,,,
sour,adjective,B1,,,
southeast,adjective,B1,,,
southeast,noun,B1,,,
southern,adjective,B1,,,
southwest,adjective,B1,,,
southwest,noun,B1,,,
souvenir,noun,B1,Travel and services vocab,,Travel
sparkle,noun,B1,,,
specialise,verb,B1,,,
specialist,noun,B1,Work and jobs,,Personal identification
specialize,verb,B1,,,
specially,adverb,B1,,,
spectacular,adjective,B1,,,
spectator,noun,B1,Hobbies and pastimes,,
speed,verb,B1,,,
spelling,noun,B1,Education,,Education
sphere,noun,B1,,,
spice,noun,B1,Food and drink,,Food and drink
spicy,adjective,B1,,,
spider,noun,B1,,,
spinach,noun,B1,Food and drink,,Food and drink
spiral,adjective,B1,,,
spirit,noun,B1,,,
spiritual,adjective,B1,,,
split,noun,B1,,,
spoil,verb,B1,,,
sponge,noun,B1,,,
sponsor,noun,B1,Work and jobs,,Personal identification
sports,adjective,B1,,,
sportsmanship,noun,B1,,,"Free time, entertainment"
stable,adjective,B1,,,
stall,noun,B1,"Things in the town, shops and shopping",,Places
standard,noun,B1,,,
star,verb,B1,,,
stare,verb,B1,,,
status,noun,B1,Work and jobs,,
stay,noun,B1,Travel and services vocab,,Travel
steadily,adverb,B1,,,
steady,adjective,B1,,,
steam,noun,B1,,,
steel,noun,B1,,,
steep,adjective,B1,,,
stem,verb,B1,,,
stick,verb,B1,,,
sticker,noun,B1,,,
sticky,adjective,B1,,,
stir,verb,B1,,,
storage,noun,B1,,,
stormy,adjective,B1,,,
storyteller,noun,B1,Work and jobs,,Personal identification
strain,noun,B1,,,
strangely,adverb,B1,,,
strategic,adjective,B1,,,
straw,noun,B1,,,
strawberry,noun,B1,Food and drink,,Food and drink
stream,noun,B1,,,
stream,verb,B1,,,
strengthen,verb,B1,,,
stress,noun,B1,,,Health and body care
stressed,adjective,B1,,,
stressful,adjective,B1,,,
stretch,verb,B1,,,
stricken,adjective,B1,,,
strike,verb,B1,,,
strip,noun,B1,,,
stripe,noun,B1,,,
struggle,noun,B1,,,
stubborn,adjective,B1,,,
stuck,adjective,B1,,,
studio,noun,B1,"Things in the town, shops and shopping",,Places
stuffed,adjective,B1,,,
stumble,verb,B1,,,
stun,verb,B1,,,
stunning,adjective,B1,,,
stupid,adjective,B1,,,
stylish,adjective,B1,,,
subconscious,adjective,B1,,,
submarine,noun,B1,"News, lifestyles and current affairs",,
substantial,adjective,B1,,,
substitute,noun,B1,,,
suddenly,adverb,B1,,,
suffer,verb,B1,,,
sufficient,adjective,B1,,,
suffix,noun,B1,Education,,
suicide,noun,B1,"News, lifestyles and current affairs",,
summarise,verb,B1,,,
summarize,verb,B1,,,
summit,noun,B1,,,
sunbathe,verb,B1,,,
sundial,noun,B1,,,
sunrise,noun,B1,,,Weather
sunset,noun,B1,,,Weather
superior,adjective,B1,,,
superstition,noun,B1,,,
supply,noun,B1,Work and jobs,,
support,verb,B1,,,
supporter,noun,B1,,,
supportive,adjective,B1,,,
suppose,verb,B1,,,
supposedly,adverb,B1,,,
surely,adverb,B1,,,
surface,noun,B1,,,
surgeon,noun,B1,Travel and services vocab,Work and jobs,
surgery,noun,B1,Travel and services vocab,,
surprise,verb,B1,,,
surprisingly,adverb,B1,,,
surround,verb,B1,,,
surrounding,adjective,B1,,,
survival,noun,B1,,,
survivor,noun,B1,"News, lifestyles and current affairs",,Personal identification
suspect,noun,B1,"News, lifestyles and current affairs",,
suspicion,noun,B1,"News, lifestyles and current affairs",,
swarm,noun,B1,,,
swear,verb,B1,,,
sweat,noun,B1,,,Health and body care
sweatshirt,noun,B1,Clothes,,Shopping
swell,verb,B1,,,
swimmer,noun,B1,Leisure activities,Work and jobs,Personal identification
switch,noun,B1,,,
switch,verb,B1,,,
swollen,adjective,B1,,,
sword,noun,B1,,,
sympathy,noun,B1,,,
symptom,noun,B1,,,
syndrome,noun,B1,Travel and services vocab,,Health and body care
systematic,adjective,B1,,,
tablet,noun,B1,Objects and rooms,,Shopping
take,noun,B1,,,
takeaway,noun,B1,,,
takeoff,noun,B1,Travel and services vocab,,Travel
take-off,noun,B1,Travel and services vocab,,Travel
tale,noun,B1,Books and literature,,"Free time, entertainment"
talented,adjective,B1,,,
talk,noun,B1,,,
talkative,adjective,B1,,,
tank,noun,B1,,,
tape,verb,B1,,,
taste,noun,B1,Food and drink,,Food and drink
taste,verb,B1,,,
tasteless,adjective,B1,,,
tasty,adjective,B1,,,
tax,noun,B1,Shopping,,Shopping
teaching,noun,B1,Education,,Education
teammate,noun,B1,,,
teamwork,noun,B1,,,
tear,verb,B1,,,
tease,noun,B1,,,
technique,noun,B1,,,Education
technological,adjective,B1,,,
teen,noun,B1,Personal information,,Personal identification
telecommunications,noun,B1,Media,Technical and legal language,Services
telegram,noun,B1,Media,,Services
teller,noun,B1,Work and jobs,,Personal identification
temper,noun,B1,,,
temporary,adjective,B1,,,
tempt,verb,B1,,,
tend,verb,B1,,,
tendency,noun,B1,,,
tense,adjective,B1,,,
tense,noun,B1,,,
tension,noun,B1,,,
tent,noun,B1,Travel and services vocab,,Travel
term,noun,B1,,,
terminal,noun,B1,"Things in the town, shops and shopping",,
terribly,adverb,B1,,,
terrific,adjective,B1,,,
terrified,adjective,B1,,,
terror,noun,B1,,,
terrorism,noun,B1,"News, lifestyles and current affairs",,
terrorist,noun,B1,"News, lifestyles and current affairs",,Personal identification
thankful,adjective,B1,,,
theft,noun,B1,"News, lifestyles and current affairs",,Personal identification
theory,noun,B1,Education,,
thirst,verb,B1,,,
thorough,adjective,B1,,,
threat,noun,B1,"News, lifestyles and current affairs",,
threatening,adjective,B1,,,
thriller,noun,B1,Books and literature,,"Free time, entertainment"
through,adverb,B1,,,
throughout,preposition,B1,,,
thumb,noun,B1,,,Health and body care
thump,verb,B1,,,
thunder,noun,B1,Media,,Weather
thunderous,adjective,B1,,,
thus,adverb,B1,,,
tick,noun,B1,,,
tick,verb,B1,,,
tide,noun,B1,Media,,
tie,verb,B1,,,
tighten,verb,B1,,,
tightly,adverb,B1,,,
tile,noun,B1,,,
till,conjunction,B1,,,
timely,adjective,B1,,,
tin,noun,B1,,,
tiny,adjective,B1,,,
tire,verb,B1,,,
tiring,adjective,B1,,,
tissue,noun,B1,Objects and rooms,,Shopping
tobacco,noun,B1,,,
tongue,noun,B1,,,Health and body care
toothpaste,noun,B1,Objects and rooms,,Shopping
top,adjective,B1,,,
tornado,noun,B1,,,Weather
toss,verb,B1,,,
total,adjective,B1,,,
total,noun,B1,,,
totally,adverb,B1,,,
touch,verb,B1,,,
tour,verb,B1,,,
tourism,noun,B1,Travel and services vocab,,Travel
tournament,noun,B1,,,
trace,noun,B1,,,
tracksuit,noun,B1,,,
traditionally,adverb,B1,,,
traffic jam,noun,B1,Travel and services vocab,,Travel
tragedy,noun,B1,Books and literature,,"Free time, entertainment"
tragic,adjective,B1,,,
trail,noun,B1,,,
transfer,verb,B1,,,
transform,verb,B1,,,
transformation,noun,B1,,,
transitional,adjective,B1,,,
translate,verb,B1,,,
transport,noun,B1,,,Travel
transportation,noun,B1,Work and jobs,,Travel
trash,noun,B1,,,
travel agent,noun,B1,"Things in the town, shops and shopping",Travel and services vocab,Services
treat,noun,B1,,,
treatment,noun,B1,,,
tremble,verb,B1,,,
tremendous,adjective,B1,,,
trend,noun,B1,,,
trigger,noun,B1,,,
trim,noun,B1,,,
triumph,noun,B1,,,
tropical,adjective,B1,,,
trouble,verb,B1,,,
trumpet,noun,B1,,,
trustworthy,adjective,B1,,,
tumble,verb,B1,,,
tuna,noun,B1,Food and drink,,Food and drink
turbulence,noun,B1,,,
turning,noun,B1,,,
turtle,noun,B1,,,
twin,noun,B1,Family life,,Personal identification
twist,noun,B1,,,
twist,verb,B1,,,
type,verb,B1,,,
typical,adjective,B1,,,
typically,adverb,B1,,,
unable,adjective,B1,,,
unafraid,adjective,B1,,,
unbelievable,adjective,B1,,,
uncertainty,noun,B1,,,
unclear,adjective,B1,,,
uncontrollable,adjective,B1,,,
uncover,verb,B1,,,
underage,adjective,B1,,,
undergo,verb,B1,,,
underline,verb,B1,,,
underneath,preposition,B1,,,
underpants,noun,B1,Clothes,,Shopping
undo,verb,B1,,,
undress,verb,B1,,,
unemployed,adjective,B1,,,
unemployment,noun,B1,Work and jobs,,Daily life
unexpected,adjective,B1,,,
unexpectedly,adverb,B1,,,
unfairly,adverb,B1,,,
unfit,adjective,B1,,,
unfold,verb,B1,,,
unfortunate,adjective,B1,,,
unfriendly,adjective,B1,,,
unheard,adjective,B1,,,
unify,verb,B1,,,
uninterested,adjective,B1,,,
uninteresting,adjective,B1,,,
union,noun,B1,,,
unique,adjective,B1,,,
unite,verb,B1,,,
universe,noun,B1,,,
unless,conjunction,B1,,,
unlikely,adjective,B1,,,
unlucky,adjective,B1,,,
unpack,verb,B1,,,
unpredictable,adjective,B1,,,
unrelated,adjective,B1,,,
untidy,adjective,B1,,,
until,conjunction,B1,,,
unusually,adverb,B1,,,
unwanted,adjective,B1,,,
unwell,adjective,B1,,,
update,verb,B1,,,
uplifted,adjective,B1,,,
upload,verb,B1,,,
upper,adjective,B1,,,
upstairs,adjective,B1,,,
upstairs,noun,B1,Objects and rooms,,"House and home, environment"
up-to-date,adjective,B1,,,
upward,adjective,B1,,,
urge,noun,B1,,,
urgent,adjective,B1,,,
usage,noun,B1,,,
used to,modal auxiliary,B1,,,
useless,adjective,B1,,,
vacancy,noun,B1,,,
vague,adjective,B1,,,
vain,adjective,B1,,,
valuable,adjective,B1,,,
van,noun,B1,Ways of travelling,,Travel
variety,noun,B1,,,
various,adjective,B1,,,
vary,verb,B1,,,
vast,adjective,B1,,,
vegetarian,adjective,B1,,,
vegetarian,noun,B1,Personal information,,Personal identification
vehicle,noun,B1,Ways of travelling,,Travel
vein,noun,B1,,,
vessel,noun,B1,Objects and rooms,,"House and home, environment"
vet,noun,B1,Work and jobs,,Personal identification
via,preposition,B1,,,
vice,adjective,B1,,,
vice president,noun,B1,,,
victim,noun,B1,"News, lifestyles and current affairs",,Relations with other people
victory,noun,B1,,,Relations with other people
video clip,noun,B1,Media,,"Free time, entertainment"
view,verb,B1,,,
viewpoint,noun,B1,,,
violence,noun,B1,"News, lifestyles and current affairs",,Relations with other people
violently,adverb,B1,,,
virtual,adjective,B1,,,
virus,noun,B1,Travel and services vocab,,Health and body care
visa,noun,B1,Travel and services vocab,,Travel
visible,adjective,B1,,,
vision,noun,B1,,,
visual,adjective,B1,,,
visually,adverb,B1,,,
vivid,adjective,B1,,,
vividly,adverb,B1,,,
volcano,noun,B1,,,"House and home, environment"
volume,noun,B1,Books and literature,,
volunteer,verb,B1,,,
vote,verb,B1,,,
vowel,noun,B1,,,
voyage,noun,B1,Travel and services vocab,,Travel
waggon,noun,B1,Ways of travelling,,Travel
wagon,noun,B1,Ways of travelling,,Travel
wake,verb,B1,,,
ward,noun,B1,Nationalities and countries,,
wardrobe,noun,B1,Clothes,,Shopping
warm,verb,B1,,,
warmly,adverb,B1,,,
warmth,noun,B1,,,Weather
warn,verb,B1,,,
warning,noun,B1,,,
warranty,noun,B1,,,
warrior,noun,B1,,,
washbowl,noun,B1,Objects and rooms,,"House and home, environment"
waste,adjective,B1,,,
waste,noun,B1,,,
waste,verb,B1,,,
wasteful,adjective,B1,,,
waterfall,noun,B1,,,
wave,verb,B1,,,
wax,noun,B1,,,
wax,verb,B1,,,
weakness,noun,B1,,,
weapon,noun,B1,"News, lifestyles and current affairs",,Relations with other people
weather forecast,noun,B1,Media,,Weather
webcam,noun,B1,Media,,"Free time, entertainment"
weird,adjective,B1,,,
welcome,adjective,B1,,,
well-dressed,adjective,B1,,,
westward,adverb,B1,,,
westwards,adverb,B1,,,
wetland,noun,B1,,,
whale,noun,B1,,,
whatever,pronoun,B1,,,
whenever,adverb,B1,,,
whenever,conjunction,B1,,,
wherever,conjunction,B1,,,
whether,conjunction,B1,,,
whichever,determiner,B1,,,
while,noun,B1,,,
whisper,noun,B1,,,
whistle,noun,B1,,,
whoever,pronoun,B1,,,
whole,noun,B1,,,
widespread,adjective,B1,,,
wildlife,noun,B1,,,
wildly,adverb,B1,,,
willingness,noun,B1,,,
windscreen,noun,B1,Media,,"Free time, entertainment"
windsurfing,noun,B1,Leisure activities,,"Free time, entertainment"
wing,noun,B1,,,
wire,noun,B1,Objects and rooms,,
wither,verb,B1,,,
witness,verb,B1,,,
wizard,adjective,B1,,,
wonder,noun,B1,,,
working,adjective,B1,,,
workout,noun,B1,,,
workplace,noun,B1,Work and jobs,,Daily life
workshop,noun,B1,"Things in the town, shops and shopping",Work and jobs,Education
worn,adjective,B1,,,
worst,noun,B1,,,
worth,adjective,B1,,,
worthwhile,adjective,B1,,,
worthy,adjective,B1,,,
wound,noun,B1,"News, lifestyles and current affairs",,
wrap,noun,B1,Clothes,,Shopping
wrap,verb,B1,,,
wrapping,noun,B1,,,
wrist,noun,B1,,,Health and body care
wristwatch,noun,B1,Clothes,,Shopping
written,adjective,B1,,,
yell,noun,B1,,,
yet,conjunction,B1,,,
yoga,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
